ID,CATEGORY
1019,cat
1020,ball
1021,cat
1022,ball
1023,cat
1024,ball
1025,cat
1026,ball
1027,cat
1028,ball
1029,cat
1030,ball
1031,cat
1032,ball
1033,cat
1034,ball
1035,cat
1036,ball
1037,cat
1038,ball
1039,cat
1040,ball
1041,cat
1042,ball
1043,cat
1044,ball
1045,cat
1046,ball
1047,cat
1048,ball
1049,cat
1050,ball
1051,cat
1052,ball
1053,cat
1054,ball
1055,cat
1056,ball
1057,cat
1058,ball
1059,cat
1060,ball
1061,cat
1062,ball
1063,cat
1064,ball
1065,cat
1066,ball
1067,cat
1068,ball
1069,cat
1070,ball
1071,cat
1072,ball
1073,cat
1074,ball
1075,cat
1076,ball
1077,cat
1078,ball
1079,cat
1080,ball
1081,cat
1082,ball
1083,cat
1084,ball
1085,cat
1086,ball
1087,cat
1088,ball
1089,cat
1090,ball
1091,cat
1092,ball
1093,cat
1094,ball
1095,cat
1096,ball
1097,cat
1098,ball
1099,cat
1100,ball
1101,cat
1102,ball
1103,cat
1104,ball
1105,cat
1106,ball
1107,cat
1108,ball
1109,cat
1110,ball
1111,cat
1112,ball
1113,cat
1114,ball
1115,cat
1116,ball
1117,cat
1118,ball
1119,cat
1120,ball
1121,cat
1122,ball
1123,cat
1124,ball
1125,cat
1126,ball
1127,cat
1128,ball
1129,cat
1130,ball
1131,cat
1132,ball
1133,cat
1134,ball
1135,cat
1136,ball
1137,cat
1138,ball
1139,cat
1140,ball
1141,cat
1142,ball
1143,cat
1144,ball
1145,cat
1146,ball
1147,cat
1148,ball
1149,cat
1150,ball
1151,cat
1152,ball
1153,cat
1154,ball
1155,cat
1156,ball
1157,cat
1158,ball
1159,cat
1160,ball
1161,cat
1162,ball
1163,cat
1164,ball
1165,cat
1166,ball
1167,cat
1168,ball
1169,cat
1170,ball
1171,cat
1172,ball
1173,cat
1174,ball
1175,cat
1176,ball
1177,cat
1178,ball
1179,cat
1180,ball
1181,cat
1182,ball
1183,cat
1184,ball
1185,cat
1186,ball
1187,cat
1188,ball
1189,cat
1190,ball
1191,cat
1192,ball
1193,cat
1194,ball
1195,cat
1196,ball
1197,cat
1198,ball
1199,cat
1200,ball
1201,cat
1202,ball
1203,cat
1204,ball
1205,cat
1206,ball
1207,cat
1208,ball
1209,cat
1210,ball
1211,cat
1212,ball
1213,cat
1214,ball
1215,cat
1216,ball
1217,cat
1218,ball
1219,cat
1220,ball
1221,cat
1222,ball
1223,cat
1224,ball
1225,cat
1226,ball
1227,cat
1228,ball
1229,cat
1230,ball
1231,cat
1232,ball
1233,cat
1234,ball
1235,cat
1236,ball
1237,cat
1238,ball
1239,cat
1240,ball
1241,cat
1242,ball
1243,cat
1244,ball
1245,cat
1246,ball
1247,cat
1248,ball
1249,cat
1250,ball
1251,cat
1252,ball
1253,cat
1254,ball
1255,cat
1256,ball
1257,cat
1258,ball
1259,cat
1260,ball
1261,cat
1262,ball
1263,cat
1264,ball
1265,cat
1266,ball
1267,cat
1268,ball
1269,cat
1270,ball
1271,cat
1272,ball
1273,cat
1274,ball
1275,cat
1276,ball
1277,cat
1278,ball
1279,cat
1280,ball
1281,cat
1282,ball
1283,cat
1284,ball
1285,cat
1286,ball
1287,cat
1288,ball
1289,cat
1290,ball
1291,cat
1292,ball
1293,cat
1294,ball
1295,cat
1296,ball
1297,cat
1298,ball
1299,cat
1300,ball
1301,cat
1302,ball
1303,cat
1304,ball
1305,cat
1306,ball
1307,cat
1308,ball
1309,cat
1310,ball
1311,cat
1312,ball
1313,cat
1314,ball
1315,cat
1316,ball
1317,cat
1318,ball
1319,cat
1320,ball
1321,cat
1322,ball
1323,cat
1324,ball
1325,cat
1326,ball
1327,cat
1328,ball
1329,cat
1330,ball
1331,cat
1332,ball
1333,cat
1334,ball
1335,cat
1336,ball
1337,cat
1338,ball
1339,cat
1340,ball
1341,cat
1342,ball
1343,cat
1344,ball
1345,cat
1346,ball
1347,cat
1348,ball
1349,cat
1350,ball
1351,cat
1352,ball
1353,cat
1354,ball
1355,cat
1356,ball
1357,cat
1358,ball
1359,cat
1360,ball
1361,cat
1362,ball
1363,cat
1364,ball
1365,cat
1366,ball
1367,cat
1368,ball
1369,cat
1370,ball
1371,cat
1372,ball
1373,cat
1374,ball
1375,cat
1376,ball
1377,cat
1378,ball
1379,cat
1380,ball
1381,cat
1382,ball
1383,cat
1384,ball
1385,cat
1386,ball
1387,cat
1388,ball
1389,cat
1390,ball
1391,cat
1392,ball
1393,cat
1394,ball
1395,cat
1396,ball
1397,cat
1398,ball
1399,cat
1400,ball
1401,cat
1402,ball
1403,cat
1404,ball
1405,cat
1406,ball
1407,cat
1408,ball
1409,cat
1410,ball
1411,cat
1412,ball
1413,cat
1414,ball
1415,cat
1416,ball
1417,cat
1418,ball
1419,cat
1420,ball
1421,cat
1422,ball
1423,cat
1424,ball
1425,cat
1426,ball
1427,cat
1428,ball
1429,cat
1430,ball
1431,cat
1432,ball
1433,cat
1434,ball
1435,cat
1436,ball
1437,cat
1438,ball
1439,cat
1440,ball
1441,cat
1442,ball
1443,cat
1444,ball
1445,cat
1446,ball
1447,cat
1448,ball
1449,cat
1450,ball
1451,cat
1452,ball
1453,cat
1454,ball
1455,cat
1456,ball
1457,cat
1458,ball
1459,cat
1460,ball
1461,cat
1462,ball
1463,cat
1464,ball
1465,cat
1466,ball
1467,cat
1468,ball
1469,cat
1470,ball
1471,cat
1472,ball
1473,cat
1474,ball
1475,cat
1476,ball
1477,cat
1478,ball
1479,cat
1480,ball
1481,cat
1482,ball
1483,cat
1484,ball
1485,cat
1486,ball
1487,cat
1488,ball
1489,cat
1490,ball
1491,cat
1492,ball
1493,cat
1494,ball
1495,cat
1496,ball
1497,cat
1498,ball
1499,cat
1500,ball
1501,cat
1502,ball
1503,cat
1504,ball
1505,cat
1506,ball
1507,cat
1508,ball
1509,cat
1510,ball
1511,cat
1512,ball
1513,cat
1514,ball
1515,cat
1516,ball
1517,cat
1518,ball
1519,cat
1520,ball
1521,cat
1522,ball
1523,cat
1524,ball
1525,cat
1526,ball
1527,cat
1528,ball
1529,cat
1530,ball
1531,cat
1532,ball
1533,cat
1534,ball
1535,cat
1536,ball
1537,cat
1538,ball
1539,cat
1540,ball
1541,cat
1542,ball
1543,cat
1544,ball
1545,cat
1546,ball
1547,cat
1548,ball
1549,cat
1550,ball
1551,cat
1552,ball
1553,cat
1554,ball
1555,cat
1556,ball
1557,cat
1558,ball
1559,cat
1560,ball
1561,cat
1562,ball
1563,cat
1564,ball
1565,cat
1566,ball
1567,cat
1568,ball
1569,cat
1570,ball
1571,cat
1572,ball
1573,cat
1574,ball
1575,cat
1576,ball
1577,cat
1578,ball
1579,cat
1580,ball
1581,cat
1582,ball
1583,cat
1584,ball
1585,cat
1586,ball
1587,cat
1588,ball
1589,cat
1590,ball
1591,cat
1592,ball
1593,cat
1594,ball
1595,cat
1596,ball
1597,cat
1598,ball
1599,cat
1600,ball
1601,cat
1602,ball
1603,cat
1604,ball
1605,cat
1606,ball
1607,cat
1608,ball
1609,cat
1610,ball
1611,cat
1612,ball
1613,cat
1614,ball
1615,cat
1616,ball
1617,cat
1618,ball
1619,cat
1620,ball
1621,cat
1622,ball
1623,cat
1624,ball
1625,cat
1626,ball
1627,cat
1628,ball
1629,cat
1630,ball
1631,cat
1632,ball
1633,cat
1634,ball
1635,cat
1636,ball
1637,cat
1638,ball
1639,cat
1640,ball
1641,cat
1642,ball
1643,cat
1644,ball
1645,cat
1646,ball
1647,cat
1648,ball
1649,cat
1650,ball
1651,cat
1652,ball
1653,cat
1654,ball
1655,cat
1656,ball
1657,cat
1658,ball
1659,cat
1660,ball
1661,cat
1662,ball
1663,cat
1664,ball
1665,cat
1666,ball
1667,cat
1668,ball
1669,cat
1670,ball
1671,cat
1672,ball
1673,cat
1674,ball
1675,cat
1676,ball
1677,cat
1678,ball
1679,cat
1680,ball
1681,cat
1682,ball
1683,cat
1684,ball
1685,cat
1686,ball
1687,cat
1688,ball
1689,cat
1690,ball
1691,cat
1692,ball
1693,cat
1694,ball
1695,cat
1696,ball
1697,cat
1698,ball
1699,cat
1700,ball
1701,cat
1702,ball
1703,cat
1704,ball
1705,cat
1706,ball
1707,cat
1708,ball
1709,cat
1710,ball
1711,cat
1712,ball
1713,cat
1714,ball
1715,cat
1716,ball
1717,cat
1718,ball
1719,cat
1720,ball
1721,cat
1722,ball
1723,cat
1724,ball
1725,cat
1726,ball
1727,cat
1728,ball
1729,cat
1730,ball
1731,cat
1732,ball
1733,cat
1734,ball
1735,cat
1736,ball
1737,cat
1738,ball
1739,cat
1740,ball
1741,cat
1742,ball
1743,cat
1744,ball
1745,cat
1746,ball
1747,cat
1748,ball
1749,cat
1750,ball
1751,cat
1752,ball
1753,cat
1754,ball
1755,cat
1756,ball
1757,cat
1758,ball
1759,cat
1760,ball
1761,cat
1762,ball
1763,cat
1764,ball
1765,cat
1766,ball
1767,cat
1768,ball
1769,cat
1770,ball
1771,cat
1772,ball
1773,cat
1774,ball
1775,cat
1776,ball
1777,cat
1778,ball
1779,cat
1780,ball
1781,cat
1782,ball
1783,cat
1784,ball
1785,cat
1786,ball
1787,cat
1788,ball
1789,cat
1790,ball
1791,cat
1792,ball
1793,cat
1794,ball
1795,cat
1796,ball
1797,cat
1798,ball
1799,cat
1800,ball
1801,cat
1802,ball
1803,cat
1804,ball
1805,cat
1806,ball
1807,cat
1808,ball
1809,cat
1810,ball
1811,cat
1812,ball
1813,cat
1814,ball
1815,cat
1816,ball
1817,cat
1818,ball
1819,cat
1820,ball
1821,cat
1822,ball
1823,cat
1824,ball
1825,cat
1826,ball
1827,cat
1828,ball
1829,cat
1830,ball
1831,cat
1832,ball
1833,cat
1834,ball
1835,cat
1836,ball
1837,cat
1838,ball
1839,cat
1840,ball
1841,cat
1842,ball
1843,cat
1844,ball
1845,cat
1846,ball
1847,cat
1848,ball
1849,cat
1850,ball
1851,cat
1852,ball
1853,cat
1854,ball
1855,cat
1856,ball
1857,cat
1858,ball
1859,cat
1860,ball
1861,cat
1862,ball
1863,cat
1864,ball
1865,cat
1866,ball
1867,cat
1868,ball
1869,cat
1870,ball
1871,cat
1872,ball
1873,cat
1874,ball
1875,cat
1876,ball
1877,cat
1878,ball
1879,cat
1880,ball
1881,cat
1882,ball
1883,cat
1884,ball
1885,cat
1886,ball
1887,cat
1888,ball
1889,cat
1890,ball
1891,cat
1892,ball
1893,cat
1894,ball
1895,cat
1896,ball
1897,cat
1898,ball
1899,cat
1900,ball
1901,cat
1902,ball
1903,cat
1904,ball
1905,cat
1906,ball
1907,cat
1908,ball
1909,cat
1910,ball
1911,cat
1912,ball
1913,cat
1914,ball
1915,cat
1916,ball
1917,cat
1918,ball
1919,cat
1920,ball
1921,cat
1922,ball
1923,cat
1924,ball
1925,cat
1926,ball
1927,cat
1928,ball
1929,cat
1930,ball
1931,cat
1932,ball
1933,cat
1934,ball
1935,cat
1936,ball
1937,cat
1938,ball
1939,cat
1940,ball
1941,cat
1942,ball
1943,cat
1944,ball
1945,cat
1946,ball
1947,cat
1948,ball
1949,cat
1950,ball
1951,cat
1952,ball
1953,cat
1954,ball
1955,cat
1956,ball
1957,cat
1958,ball
1959,cat
1960,ball
1961,cat
1962,ball
1963,cat
1964,ball
1965,cat
1966,ball
1967,cat
1968,ball
1969,cat
1970,ball
1971,cat
1972,ball
1973,cat
1974,ball
1975,cat
1976,ball
1977,cat
1978,ball
1979,cat
1980,ball
1981,cat
1982,ball
1983,cat
1984,ball
1985,cat
1986,ball
1987,cat
1988,ball
1989,cat
1990,ball
1991,cat
1992,ball
1993,cat
1994,ball
1995,cat
1996,ball
1997,cat
1998,ball
1999,cat
2000,ball
2001,cat
2002,ball
2003,cat
2004,ball
2005,cat
2006,ball
2007,cat
2008,ball
2009,cat
2010,ball
2011,cat
2012,ball
2013,cat
2014,ball
2015,cat
2016,ball
2017,cat
2018,ball
2019,cat
2020,ball
2021,cat
2022,ball
2023,cat
2024,ball
2025,cat
2026,ball
2027,cat
2028,ball
2029,cat
2030,ball
2031,cat
2032,ball
2033,cat
2034,ball
2035,cat
2036,ball
2037,cat
2038,ball
2039,cat
2040,ball
2041,cat
2042,ball
2043,cat
2044,ball
2045,cat
2046,ball
2047,cat
2048,ball
2049,cat
2050,ball
2051,cat
2052,ball
2053,cat
2054,ball
2055,cat
2056,ball
2057,cat
2058,ball
2059,cat
2060,ball
2061,cat
2062,ball
2063,cat
2064,ball
2065,cat
2066,ball
2067,cat
2068,ball
2069,cat
2070,ball
2071,cat
2072,ball
2073,cat
2074,ball
2075,cat
2076,ball
2077,cat
2078,ball
2079,cat
2080,ball
2081,cat
2082,ball
2083,cat
2084,ball
2085,cat
2086,ball
2087,cat
2088,ball
2089,cat
2090,ball
2091,cat
2092,ball
2093,cat
2094,ball
2095,cat
2096,ball
2097,cat
2098,ball
2099,cat
2100,ball
2101,cat
2102,ball
2103,cat
2104,ball
2105,cat
2106,ball
2107,cat
2108,ball
2109,cat
2110,ball
2111,cat
2112,ball
2113,cat
2114,ball
2115,cat
2116,ball
2117,cat
2118,ball
2119,cat
2120,ball
2121,cat
2122,ball
2123,cat
2124,ball
2125,cat
2126,ball
2127,cat
2128,ball
2129,cat
2130,ball
2131,cat
2132,ball
2133,cat
2134,ball
2135,cat
2136,ball
2137,cat
2138,ball
2139,cat
2140,ball
2141,cat
2142,ball
2143,cat
2144,ball
2145,cat
2146,ball
2147,cat
2148,ball
2149,cat
2150,ball
2151,cat
2152,ball
2153,cat
2154,ball
2155,cat
2156,ball
2157,cat
2158,ball
2159,cat
2160,ball
2161,cat
2162,ball
2163,cat
2164,ball
2165,cat
2166,ball
2167,cat
2168,ball
2169,cat
2170,ball
2171,cat
2172,ball
2173,cat
2174,ball
2175,cat
2176,ball
2177,cat
2178,ball
2179,cat
2180,ball
2181,cat
2182,ball
2183,cat
2184,ball
2185,cat
2186,ball
2187,cat
2188,ball
2189,cat
2190,ball
2191,cat
2192,ball
2193,cat
2194,ball
2195,cat
2196,ball
2197,cat
2198,ball
2199,cat
2200,ball
2201,cat
2202,ball
2203,cat
2204,ball
2205,cat
2206,ball
2207,cat
2208,ball
2209,cat
2210,ball
2211,cat
2212,ball
2213,cat
2214,ball
2215,cat
2216,ball
2217,cat
2218,ball
2219,cat
2220,ball
2221,cat
2222,ball
2223,cat
2224,ball
2225,cat
2226,ball
2227,cat
2228,ball
2229,cat
2230,ball
2231,cat
2232,ball
2233,cat
2234,ball
2235,cat
2236,ball
2237,cat
2238,ball
2239,cat
2240,ball
2241,cat
2242,ball
2243,cat
2244,ball
2245,cat
2246,ball
2247,cat
2248,ball
2249,cat
2250,ball
2251,cat
2252,ball
2253,cat
2254,ball
2255,cat
2256,ball
2257,cat
2258,ball
2259,cat
2260,ball
2261,cat
2262,ball
2263,cat
2264,ball
2265,cat
2266,ball
2267,cat
2268,ball
2269,cat
2270,ball
2271,cat
2272,ball
2273,cat
2274,ball
2275,cat
2276,ball
2277,cat
2278,ball
2279,cat
2280,ball
2281,cat
2282,ball
2283,cat
2284,ball
2285,cat
2286,ball
2287,cat
2288,ball
2289,cat
2290,ball
2291,cat
2292,ball
2293,cat
2294,ball
2295,cat
2296,ball
2297,cat
2298,ball
2299,cat
2300,ball
2301,cat
2302,ball
2303,cat
2304,ball
2305,cat
2306,ball
2307,cat
2308,ball
2309,cat
2310,ball
2311,cat
2312,ball
2313,cat
2314,ball
2315,cat
2316,ball
2317,cat
2318,ball
2319,cat
2320,ball
2321,cat
2322,ball
2323,cat
2324,ball
2325,cat
2326,ball
2327,cat
2328,ball
2329,cat
2330,ball
2331,cat
2332,ball
2333,cat
2334,ball
2335,cat
2336,ball
2337,cat
2338,ball
2339,cat
2340,ball
2341,cat
2342,ball
2343,cat
2344,ball
2345,cat
2346,ball
2347,cat
2348,ball
2349,cat
2350,ball
2351,cat
2352,ball
2353,cat
2354,ball
2355,cat
2356,ball
2357,cat
2358,ball
2359,cat
2360,ball
2361,cat
2362,ball
2363,cat
2364,ball
2365,cat
2366,ball
2367,cat
2368,ball
2369,cat
2370,ball
2371,cat
2372,ball
2373,cat
2374,ball
2375,cat
2376,ball
2377,cat
2378,ball
2379,cat
2380,ball
2381,cat
2382,ball
2383,cat
2384,ball
2385,cat
2386,ball
2387,cat
2388,ball
2389,cat
2390,ball
2391,cat
2392,ball
2393,cat
2394,ball
2395,cat
2396,ball
2397,cat
2398,ball
2399,cat
2400,ball
2401,cat
2402,ball
2403,cat
2404,ball
2405,cat
2406,ball
2407,cat
2408,ball
2409,cat
2410,ball
2411,cat
2412,ball
2413,cat
2414,ball
2415,cat
2416,ball
2417,cat
2418,ball
2419,cat
2420,ball
2421,cat
2422,ball
2423,cat
2424,ball
2425,cat
2426,ball
2427,cat
2428,ball
2429,cat
2430,ball
2431,cat
2432,ball
2433,cat
2434,ball
2435,cat
2436,ball
2437,cat
2438,ball
2439,cat
2440,ball
2441,cat
2442,ball
2443,cat
2444,ball
2445,cat
2446,ball
2447,cat
2448,ball
2449,cat
2450,ball
2451,cat
2452,ball
2453,cat
2454,ball
2455,cat
2456,ball
2457,cat
2458,ball
2459,cat
2460,ball
2461,cat
2462,ball
2463,cat
2464,ball
2465,cat
2466,ball
2467,cat
2468,ball
2469,cat
2470,ball
2471,cat
2472,ball
2473,cat
2474,ball
2475,cat
2476,ball
2477,cat
2478,ball
2479,cat
2480,ball
2481,cat
2482,ball
2483,cat
2484,ball
2485,cat
2486,ball
2487,cat
2488,ball
2489,cat
2490,ball
2491,cat
2492,ball
2493,cat
2494,ball
2495,cat
